Source_0,Source_1,Source_2,Source_3,Source_4,Source_5,Source_6,Source_7,TYPE
-0.000746,-0.032186,0.031668,0.028907,-0.021529,0.013669,0.016024,0.027666,1
0.038035,-0.001696,-0.022963,0.066969,-0.064597,0.04104,0.014751,-0.05872,0
0.018594,0.01034,0.046836,-0.021048,0.008933,-0.009641,0.01354,0.013829,1
-0.019307,-0.021937,0.043785,0.019104,0.003739,0.006731,0.002554,0.009183,1
0.03721,-0.023407,0.040429,-0.030068,-0.007837,0.03501,-0.003698,0.006816,1
-0.020465,0.01734,0.00029,-0.001546,0.00014,-0.015709,0.01686,0.050158,1
-0.013208,0.044959,0.069652,-0.02653,0.048324,-0.025195,-0.008251,-0.007019,1
-0.040611,0.030776,-0.002231,0.007202,0.005046,-0.03725,0.018133,0.027361,1
-0.037667,0.013943,0.015505,0.026191,0.003167,-0.026428,0.003506,0.011916,1
0.017448,0.014727,0.018986,-0.034708,0.000364,-0.011295,-0.000909,0.018203,1
-0.010639,0.031833,-0.012004,-0.007934,-0.004082,-0.025977,0.021478,0.017636,1
-0.041836,0.004451,0.013865,0.029836,-0.006345,-0.032183,0.015909,0.013449,1
-0.07016,0.023744,0.022069,0.020306,0.020107,-0.034879,0.007479,0.038767,1
0.005974,-0.00044,0.118334,-0.00708,0.028674,0.01091,0.026261,-0.069365,1
-0.021223,0.00341,0.024714,0.010249,0.00431,0.004425,0.030017,0.057336,1
-0.031736,0.017248,0.030994,0.018912,0.002314,-0.016512,0.033562,0.038114,1
-0.004215,0.012227,-0.047952,0.004783,0.022092,0.002208,0.059669,0.025754,0
-0.010702,-0.033727,0.092524,0.0081,0.006159,0.003701,-0.005701,-0.084337,1
0.003931,0.002947,0.050816,0.021114,-0.031456,-0.011778,0.044179,-0.024082,1
0.008539,0.010046,0.048778,0.011885,0.005797,-0.028439,0.009357,0.015702,1
-0.041716,0.051433,-0.020966,0.008398,0.019102,0.07611,0.058497,0.011222,0
-0.019312,0.038964,-0.01679,-0.02499,-0.014777,-0.061095,-0.011387,-0.003058,1
0.004629,0.007257,-0.082123,-0.02204,0.032981,0.003277,0.037675,-0.044317,0
-0.035252,0.01228,0.00423,-0.009532,0.012856,-0.026169,-0.027911,0.010116,1
-0.014491,-0.006306,0.01642,0.011442,-0.00851,-0.005423,0.020969,0.037171,1
-0.021033,0.038875,-0.010235,0.001886,-0.014165,-0.050026,0.033411,0.013243,1
-0.006293,0.003014,0.028937,0.000875,0.006669,0.001613,0.013118,0.039751,1
-0.000447,-0.005727,-0.054238,-0.023298,-0.017625,-0.007798,-0.028994,-0.011675,0
0.042149,-0.009353,-0.007943,0.042538,-0.069958,0.01957,0.06156,0.049418,0
-0.030469,0.004528,-0.047398,0.003364,-0.017029,-0.035709,0.018791,-0.00171,0
-0.055437,-0.049856,0.012736,0.02691,0.001391,0.034006,-0.016257,0.037867,1
0.024349,-0.004723,0.046553,-0.011924,-0.01325,-0.004412,0.016661,-0.013642,1
-0.019425,0.031886,0.014131,-0.026206,0.021974,-0.037784,-0.029248,0.005817,1
0.035345,0.031433,0.004262,-0.0524,-0.009438,-0.028466,0.000009,0.004108,1
0.015026,0.008058,-0.045588,-0.015881,-0.016956,-0.020487,-0.070019,-0.102455,0
-0.013143,0.011892,0.005304,0.024756,-0.022737,-0.034113,0.053015,0.059673,1
0.069003,0.009893,-0.077773,-0.006063,0.045029,-0.052886,0.008084,-0.041612,0
0.026289,0.031492,0.039766,-0.047088,0.0107,-0.039552,-0.021678,-0.040635,1
0.046319,0.060678,-0.028851,0.054914,0.151766,0.075005,0.075495,-0.014232,0
-0.035613,-0.015899,-0.019524,0.019374,-0.007594,-0.017374,-0.003006,0.013874,1
-0.018956,0.015487,0.044935,-0.022481,0.04214,-0.008398,-0.039585,0.016452,1
-0.029123,0.010953,0.023516,-0.00434,0.012217,-0.02531,-0.007796,0.021077,1
-0.026803,0.050534,-0.064673,-0.08176,-0.02593,0.03048,-0.041264,-0.126275,0
-0.033131,-0.00879,0.034823,0.030706,0.005412,-0.011622,0.005169,0.021163,1
-0.008276,0.009052,0.066911,0.00064,-0.009677,-0.04027,0.026051,-0.07424,1
0.018615,0.014329,0.006677,-0.031007,0.004157,-0.019884,-0.01512,0.019993,1
-0.084046,-0.010617,-0.018969,0.025013,0.014662,0.002078,-0.019343,0.030306,1
-0.012511,0.014491,0.0234,-0.003586,0.012846,-0.017985,0.005768,0.042941,1
-0.012613,-0.008526,0.031904,0.038385,-0.024593,-0.032785,0.029395,0.008177,1
-0.02581,-0.011745,0.041276,0.028569,0.021716,0.006039,0.00166,0.037583,1
0.010139,-0.028502,-0.03766,0.041184,-0.085687,-0.019744,0.019038,0.01395,0
-0.062719,0.084417,-0.054438,0.031054,0.162488,0.062515,0.094829,-0.123447,0
0.030953,-0.048027,-0.010449,0.015849,-0.004808,0.037297,-0.038701,0.012616,0
-0.049465,-0.008586,0.059617,0.039963,0.004496,-0.01175,0.007244,-0.021542,1
-0.007289,-0.033983,0.039546,0.024906,-0.03724,0.004775,0.030948,-0.025187,1
0.000953,-0.015906,0.005984,-0.004705,-0.04049,-0.01862,0.010961,-0.020187,1
0.015061,0.047921,-0.019749,-0.045788,-0.027087,-0.048003,0.005117,-0.011667,1
-0.044928,-0.014332,0.112051,0.028405,0.03335,0.005454,-0.00576,-0.080028,1
-0.019678,-0.003225,0.064478,-0.011371,0.057362,0.002813,-0.064382,-0.033549,1
-0.012326,-0.007631,0.037408,0.023268,-0.000844,0.011087,0.019956,0.028713,1
0.025176,-0.000623,0.007919,-0.03133,-0.027363,0.007765,0.006592,0.002918,1
0.028274,0.010566,0.006043,-0.021012,-0.023604,-0.023453,0.022127,0.015632,1
0.002428,0.030426,-0.028468,-0.024574,-0.037001,-0.007968,0.041162,-0.009066,1
-0.015337,0.009729,-0.002176,-0.004602,0.000657,-0.008206,0.022092,0.055254,1
-0.052404,0.016384,-0.032481,0.0015,0.035904,0.08614,0.039665,-0.012479,0
0.019703,-0.023249,-0.022773,0.021691,-0.044801,0.074998,0.015058,-0.078928,0
-0.027947,-0.01211,0.004766,-0.006523,0.023688,-0.003257,-0.03216,0.028904,1
0.167784,0.073162,-0.043634,0.154188,0.18573,-0.109749,0.072445,-0.007202,0
-0.101109,-0.014424,-0.051932,0.06268,0.06393,0.105976,-0.056343,-0.038965,0
0.021316,-0.027552,-0.043214,-0.002494,-0.018962,0.015769,0.007957,0.023401,0
-0.048635,0.026872,-0.013264,0.01476,-0.01739,-0.018036,0.058857,0.042685,1
-0.085112,0.120222,-0.061735,-0.079101,-0.034302,0.04943,0.06852,-0.050094,0
-0.062214,0.051277,-0.046253,-0.002933,0.069344,0.041463,0.040191,-0.028571,0
-0.055232,0.006086,-0.008479,-0.002952,0.002743,0.005811,-0.007222,0.048832,1
-0.043446,0.006547,-0.033962,0.006935,-0.048295,0.001882,0.05817,0.049552,1
-0.026232,-0.052812,0.063311,0.012671,-0.007546,0.030511,0.020508,-0.012995,1
0.033846,-0.040486,0.008883,-0.040303,0.00208,0.076342,-0.010336,0.062439,1
-0.050589,0.016227,-0.012993,-0.007717,-0.004131,-0.007424,0.001401,0.046539,1
0.017,0.021025,-0.038899,-0.077618,0.006134,-0.055484,-0.108782,-0.001904,0
-0.031495,0.031623,-0.000069,-0.020968,0.00531,-0.059217,-0.040802,-0.00718,1
-0.025846,0.020799,0.021174,-0.015313,0.017672,-0.02895,-0.018281,0.015341,1
-0.000822,-0.034215,0.024529,-0.023192,-0.01485,0.034244,-0.00476,0.01037,1
-0.030177,-0.020169,-0.000849,0.002809,0.000815,-0.012504,-0.026813,0.019565,1
-0.063105,0.009215,-0.006231,0.009124,-0.004285,-0.01735,-0.004382,0.033787,1
0.039683,0.002137,0.00048,-0.034844,-0.04588,0.018622,0.011672,-0.014246,0
-0.033355,0.019156,0.010865,-0.000402,-0.008221,-0.03338,-0.007754,0.003065,1
-0.033701,0.00533,-0.000821,0.011951,0.005198,-0.004035,0.014043,0.044905,1
-0.018026,-0.006169,0.042993,0.023056,-0.012349,-0.023052,0.017906,-0.009699,1
-0.015947,0.030573,-0.012847,-0.035172,-0.082551,0.071308,0.030344,-0.11455,0
-0.044575,0.0231,0.040273,0.011084,0.032521,-0.03604,-0.002518,0.024642,1
-0.004528,0.014187,0.094201,-0.011593,0.038516,-0.012561,-0.023828,-0.074815,1
-0.005669,-0.061462,-0.053812,0.031199,0.037483,-0.041095,-0.05938,-0.035892,0
0.028561,0.011302,-0.056065,0.014719,0.018488,0.026819,0.122425,-0.02325,0
0.015514,0.010751,0.004108,-0.021732,-0.013149,-0.037284,-0.013424,-0.005763,1
0.006528,0.035625,-0.011804,-0.04608,-0.028098,-0.028365,0.025563,-0.010354,1
0.025223,0.009165,-0.019992,-0.026643,-0.031541,-0.031431,0.007519,0.017382,1
-0.009017,-0.012916,0.024701,0.025567,-0.028027,-0.008556,0.020469,0.004097,1
-0.026556,0.019708,0.021707,-0.009052,0.033767,-0.027229,-0.016116,0.030286,1
0.006371,0.013596,0.017248,-0.014095,0.005572,-0.028543,-0.015581,-0.000333,1
-0.045344,-0.039898,-0.084565,0.003047,-0.043066,0.021225,-0.009735,0.014295,0
-0.011804,0.063838,-0.011677,-0.033943,0.009181,-0.094032,-0.021046,-0.021751,1
-0.024958,-0.006999,0.006083,-0.015369,-0.013037,-0.001434,-0.014433,-0.012804,1
0.002889,0.02486,-0.010169,-0.022204,-0.018091,-0.036721,0.013712,0.033156,1
-0.027349,0.001451,0.040417,0.03842,-0.011835,-0.01205,0.026079,0.014291,1
-0.008502,-0.008574,0.0412,-0.014886,0.005566,-0.009067,-0.032761,-0.046412,1
-0.05146,0.028449,-0.033076,-0.008606,-0.017427,-0.007644,0.032026,0.023603,1
0.038,-0.014342,0.02141,0.014519,-0.024443,0.001861,0.0045,0.021922,1
-0.01787,-0.012465,-0.036945,0.015981,-0.004813,0.030747,0.043766,0.02185,0
0.043907,0.035229,-0.003761,-0.048203,-0.012682,-0.057213,-0.018051,-0.028323,1
0.070856,0.095495,-0.041676,-0.137736,-0.000592,-0.096751,-0.089679,-0.046572,1
0.021371,0.033858,0.008604,-0.046615,0.006368,-0.049047,-0.023417,-0.005221,1
0.004112,-0.002003,0.064131,-0.037883,0.042741,0.036634,-0.030162,0.025976,1
0.033868,0.001759,-0.028469,-0.038546,-0.033188,-0.00274,0.004553,0.00323,1
0.062072,-0.0442,0.011901,-0.013472,-0.016159,0.080543,0.008844,0.03478,0
0.014936,-0.01708,0.02589,-0.010403,-0.00382,0.012012,-0.003506,0.024014,1
0.043194,0.005176,0.074454,-0.049438,0.017662,-0.004583,-0.028776,-0.082567,1
0.049559,-0.083902,-0.024022,0.175335,0.059811,-0.051437,-0.137899,-0.011979,0
-0.035747,0.037152,0.00232,0.001365,-0.005689,-0.04733,0.008934,0.021453,1
0.026144,-0.005258,0.037129,-0.028982,0.002715,0.006254,-0.014233,-0.002007,1
0.001066,-0.000323,0.017501,-0.02719,0.004772,-0.012439,-0.033393,-0.010961,1
-0.046047,-0.023658,-0.012307,0.046629,-0.068417,-0.047773,-0.00032,-0.071854,1
-0.014324,-0.005992,0.024142,0.017767,-0.007368,-0.021097,0.017283,0.033551,1
-0.005838,-0.011681,-0.015453,-0.009079,-0.01867,-0.006409,0.000558,0.030067,1
-0.001603,-0.025614,0.095435,0.02685,0.009277,0.008642,-0.018167,-0.071198,1
0.029668,0.009797,0.049283,-0.041225,0.031582,0.011257,-0.019219,0.023172,1
-0.039257,0.008746,0.030119,-0.011933,0.02471,-0.028779,-0.052309,-0.025748,1
0.015173,-0.001936,0.024009,-0.053153,0.026146,0.007005,-0.067712,-0.014324,1
-0.011261,0.010844,0.042613,-0.000435,0.013525,-0.004387,0.022918,0.038683,1
-0.020204,-0.00716,0.027107,0.016271,-0.003995,0.007453,0.016459,0.029231,1
-0.080126,-0.084454,-0.034802,0.007081,-0.035451,0.055899,-0.058308,-0.001934,0
-0.016608,-0.016835,0.015422,-0.00191,-0.032316,-0.013621,0.010404,-0.016055,1
-0.028141,0.058817,-0.046505,-0.027911,-0.037731,0.052591,0.072461,-0.004244,0
0.083302,0.039531,-0.048123,0.023222,-0.02613,-0.016002,0.025529,0.003539,0
-0.019891,0.012021,-0.008946,0.010194,-0.021192,0.001359,0.036666,0.054921,1
-0.006091,-0.000811,-0.055985,-0.050918,0.015552,-0.025782,-0.061472,0.021319,0
-0.02006,-0.021496,0.013216,0.007407,-0.003433,0.015765,-0.017078,0.025507,1
-0.018998,0.015885,-0.002979,0.002972,-0.016631,-0.021774,0.003737,0.000563,1
0.018911,0.008864,-0.0079,-0.026307,-0.019587,-0.017085,-0.004184,-0.010077,1
-0.029191,0.015033,0.001015,0.006922,-0.015435,-0.007956,0.03193,0.037815,1
-0.043608,0.003849,0.00667,-0.047169,0.016058,-0.018576,-0.094553,-0.050944,1
0.052878,0.000378,-0.040555,-0.0288,-0.015357,0.025935,0.0031,0.002999,0
-0.039638,-0.008232,0.010488,0.040723,-0.0087,0.001051,0.024215,0.049795,1
0.016257,0.006146,0.065038,-0.013736,-0.001097,-0.008949,0.033752,-0.024684,1
-0.026539,0.026105,-0.049975,-0.002353,-0.007231,-0.000409,0.062095,0.03179,0
0.036914,-0.040703,0.032755,-0.005801,-0.013564,0.041567,0.009036,0.045759,1
0.027796,-0.035673,-0.05827,-0.04345,0.017396,0.056962,-0.005304,0.015622,0
-0.010083,0.004174,-0.020216,-0.001322,-0.016368,-0.008209,0.035969,0.046238,1
0.005061,0.013533,-0.027142,-0.040651,-0.016795,-0.014581,-0.005425,-0.004597,1
0.016653,0.077052,-0.057931,-0.055525,0.042634,0.013808,0.052932,-0.084912,0
0.03425,-0.015496,0.027108,-0.013738,-0.019623,0.00158,0.010401,0.009194,1
0.004994,0.037932,-0.024678,-0.034717,-0.023381,0.095889,0.056899,0.01883,0
0.068693,-0.028624,0.022105,-0.058015,-0.008329,0.047965,-0.014745,0.027669,1
-0.045735,0.008544,-0.008691,0.025033,-0.02668,-0.021496,0.029838,0.024416,1
-0.019907,0.001046,0.004185,-0.003685,0.017574,-0.007772,0.003833,0.051054,1
0.101767,-0.037074,0.006405,-0.05394,-0.028914,0.048269,-0.006264,0.019779,1
0.07119,-0.048017,0.033629,-0.045747,-0.009148,0.051618,-0.026819,0.000893,1
0.060409,-0.004536,0.002714,-0.048142,-0.016446,0.026559,0.003524,0.044607,1
0.041357,-0.024169,0.016903,-0.022059,-0.007327,0.041604,0.004903,0.051368,1
0.067998,-0.021939,0.063882,-0.057735,0.02994,0.061704,-0.024744,0.03256,1
0.045886,-0.068224,-0.029119,0.073457,0.051724,0.038333,-0.065179,0.030085,0
0.290198,0.285963,0.004459,0.350219,0.136722,0.073921,-0.206852,0.138501,0
0.021006,-0.037547,0.012344,-0.016658,-0.014932,0.083826,0.018653,0.070213,1
-0.009086,0.003272,0.020313,-0.014105,0.015392,0.000971,-0.01242,0.043083,1
-0.005092,0.002057,-0.003331,-0.007441,0.008003,-0.00645,0.007852,0.052847,1
-0.111562,-0.063517,-0.0112,-0.002291,0.029125,0.054493,-0.110867,-0.004571,1
-0.020253,-0.03696,0.000738,0.013415,-0.002632,0.023574,-0.023382,0.045087,1
-0.004403,0.009979,0.060234,-0.019819,0.039393,-0.003126,-0.034929,-0.013819,1
0.050705,-0.038042,-0.033485,0.077912,-0.046768,0.005384,0.004259,0.00562,0
0.009822,-0.016829,0.019614,-0.002264,-0.023276,-0.034748,-0.013349,-0.040524,1
0.008766,0.010163,0.061452,-0.022692,0.03118,-0.009247,-0.027978,-0.027608,1
0.051771,-0.072526,0.071473,0.014218,-0.025222,0.064553,0.003052,-0.037228,1
-0.055718,-0.004723,-0.020466,0.022011,0.007646,-0.010899,0.022436,0.040768,1
0.086462,-0.051334,0.06189,-0.029651,-0.032035,0.058827,0.012697,-0.046202,1
-0.04828,-0.005258,0.026053,0.006186,0.026003,-0.004654,-0.021973,0.043032,1
-0.045258,-0.00287,0.000589,0.008257,0.005857,-0.005902,0.00328,0.053498,1
-0.026006,-0.030884,-0.020444,-0.003545,-0.003311,0.013455,-0.038838,0.015402,1
-0.045439,0.00959,-0.011813,-0.013637,0.006225,0.002889,-0.004965,0.039136,1
-0.011189,0.031821,0.010004,-0.025049,-0.003277,-0.046972,-0.014781,-0.004334,1
-0.035999,-0.033316,-0.02771,0.022288,-0.064659,0.021661,0.03416,0.005605,0
0.013145,0.026859,-0.00781,-0.049247,-0.007619,-0.03355,-0.033633,-0.00035,1
0.001894,0.000202,-0.011702,-0.012435,0.011646,-0.007246,-0.007379,0.027187,1
-0.019271,0.009885,-0.013594,0.012142,-0.018098,-0.044421,0.038281,0.045643,1
0.006468,0.009695,-0.006421,-0.005925,-0.019743,-0.020187,0.023742,0.033884,1
-0.074468,0.026531,-0.041973,0.013363,-0.028649,-0.034707,0.041367,0.042781,1
-0.053202,-0.046666,0.031291,0.022475,-0.037406,-0.016499,-0.007831,-0.102729,1
0.001012,0.035018,-0.033112,-0.038265,-0.012272,-0.032968,0.007342,0.014369,1
0.047294,0.051135,-0.072094,-0.03264,0.005402,-0.04594,0.061483,-0.054496,0
-0.009576,-0.00217,0.02324,0.010886,-0.000746,-0.030751,-0.007785,-0.004732,1
-0.062616,0.005226,-0.043037,-0.034617,0.019909,0.051648,-0.021682,0.044023,0
0.02013,-0.00304,-0.002063,-0.047763,0.018374,0.010597,-0.046919,0.030392,1
-0.043355,0.071889,-0.028093,-0.00515,-0.020184,-0.015095,0.045637,-0.02419,1
0.000178,-0.010002,-0.0309,0.048312,-0.020611,0.014752,-0.002407,-0.014378,0
-0.020472,0.026837,0.031387,0.017415,-0.019234,-0.044439,0.038137,-0.014985,1
0.01018,0.003443,0.004779,-0.029166,-0.013146,0.003265,-0.018624,-0.001557,1
0.026047,0.018756,-0.021183,-0.038372,-0.041285,-0.008955,0.02532,0.007478,1
-0.021638,-0.030895,0.001553,0.020737,-0.000043,-0.003552,0.001196,0.051908,1
-0.017418,0.007298,-0.007822,-0.023631,0.010262,-0.017266,-0.020364,0.033623,1
0.019452,0.017236,-0.038904,0.060945,-0.001453,-0.024711,0.036976,-0.000339,0
-0.013117,0.055648,-0.068211,-0.040956,-0.005022,0.040418,0.017019,-0.040843,0
-0.011743,-0.009847,-0.021139,0.034008,-0.038213,-0.020056,0.035014,0.039566,1
0.057784,-0.039675,-0.01453,-0.004122,-0.044962,0.000303,-0.003394,0.011494,0
0.008273,0.005998,0.008478,0.006335,-0.026674,-0.035883,0.030732,0.024302,1
-0.085702,0.027212,-0.020958,0.091023,0.15066,0.09456,-0.042292,-0.092521,0
-0.036879,-0.002687,0.066522,0.023775,0.00795,-0.043473,-0.00138,-0.048619,1
-0.004733,0.014874,0.043491,0.012057,-0.001836,-0.062951,0.007642,-0.013237,1
0.008887,-0.019438,0.014024,0.006913,-0.012694,0.008759,0.020503,0.071791,1
-0.007003,-0.006381,0.038399,0.010324,-0.000269,-0.009524,0.019828,0.03357,1
-0.035838,0.028054,-0.013991,0.01067,-0.021775,0.011595,0.079749,0.06117,1
0.065023,-0.010154,-0.050736,-0.054249,-0.075153,-0.023901,0.000684,-0.040946,0
-0.025734,0.004763,0.024512,0.018696,-0.005845,-0.022407,0.026656,0.039244,1
-0.047445,0.022887,-0.00282,0.008928,-0.016989,-0.001546,0.03894,0.034244,1
-0.011177,-0.036347,-0.031477,-0.01132,0.008056,-0.013565,-0.065805,-0.000726,0
-0.04135,0.008216,-0.01527,0.034595,-0.008525,-0.032709,0.012887,0.025732,1
0.023446,0.01122,-0.031827,-0.018361,-0.013569,-0.030612,0.00124,-0.000873,0
0.010406,-0.00849,0.033881,0.008613,0.003646,-0.005839,0.015151,0.041269,1
0.013821,0.007025,-0.043213,0.024196,0.0012,0.014027,0.047221,0.032916,0
-0.089988,0.008636,-0.052592,-0.006884,0.034661,0.079505,-0.005555,0.000176,0
0.003282,-0.031958,-0.002542,0.021775,-0.026528,-0.032915,-0.010597,-0.00573,1
-0.010033,-0.008478,0.006501,0.016936,-0.016068,-0.025944,-0.000041,0.012791,1
-0.031066,0.010531,0.067827,0.011123,0.030498,-0.028455,-0.010609,-0.022513,1
-0.061998,0.079399,-0.044214,0.012817,0.077369,0.119441,0.0388,-0.070313,0
0.018668,0.010932,0.030138,-0.030205,0.008816,0.002878,0.00231,0.037173,1
0.010105,-0.002416,-0.009133,-0.008083,-0.029696,-0.021221,0.006432,0.005868,1
-0.02351,0.021481,0.039244,-0.028592,0.033937,-0.025726,-0.047935,-0.018712,1
-0.049497,0.043043,0.060305,-0.024595,0.070705,-0.019293,-0.046023,0.01214,1
-0.015131,-0.01369,-0.021434,-0.009083,0.00122,-0.007105,-0.012975,0.050307,1
-0.021683,0.049921,-0.013983,-0.024271,0.006561,-0.062773,-0.002384,0.03373,1
-0.014192,-0.001502,0.039131,0.051422,-0.078266,-0.052063,0.075008,-0.095541,1
-0.044949,-0.001034,0.018388,0.033184,0.006102,-0.027448,0.014332,0.039399,1
0.024685,0.017654,0.008989,-0.03624,-0.019477,-0.054661,-0.03535,-0.065788,1
0.021393,0.003933,-0.000215,-0.034944,0.011422,-0.015355,-0.031422,0.035692,1
-0.035408,-0.009927,-0.007884,0.014579,0.016873,-0.00917,0.016159,0.054454,1
0.011467,0.069073,-0.03305,0.004585,-0.038405,0.043327,0.035505,-0.032251,0
0.025217,0.028976,0.016942,-0.045753,-0.008009,-0.038616,-0.009311,-0.005253,1
0.00594,0.018293,-0.040398,0.03364,-0.012498,0.035834,0.084787,-0.013593,0
0.044122,0.01097,-0.032904,-0.070274,-0.049611,-0.013521,-0.01105,-0.020473,0
0.041287,-0.040229,0.022121,-0.020537,-0.025205,0.016588,-0.016185,0.004014,1
0.009334,-0.022764,0.123642,-0.032056,0.084523,0.08778,-0.047981,-0.006059,1
0.033975,-0.010455,0.108907,-0.043921,0.075463,0.069705,-0.033575,0.018845,1
0.008817,0.01929,0.0257,0.006332,-0.025115,-0.056014,0.028248,-0.008381,1
-0.019281,-0.052709,-0.015584,-0.020484,-0.015998,0.060228,-0.03205,0.021088,1
0.022957,-0.031072,-0.00444,-0.021372,-0.017414,0.050566,0.004257,0.034211,1
0.071293,-0.026563,0.007598,-0.049322,-0.024317,0.046677,0.003641,0.039409,1
-0.005628,-0.029827,0.005597,0.012076,-0.025738,0.02135,0.021424,0.0374,1
0.033408,-0.024241,0.009573,0.000539,-0.013131,0.024279,0.012423,0.04399,1
-0.003689,0.020713,0.045753,-0.013007,0.024673,-0.017353,-0.002141,0.01935,1
-0.007594,0.017222,0.040882,-0.018144,0.019652,-0.014637,-0.002237,0.024034,1
0.007399,0.004702,0.065285,-0.020776,0.035206,0.00591,-0.020422,-0.005951,1
0.016322,-0.042193,0.056672,-0.014042,0.017044,0.036212,-0.046178,-0.035815,1
0.006427,-0.026679,0.06772,0.010077,0.01119,0.037272,0.0123,0.023433,1
0.027298,-0.023202,0.046436,-0.012275,-0.004295,0.021728,0.004897,0.01291,1
0.063,-0.045346,0.030713,-0.027544,-0.007685,0.07902,0.0114,0.067656,1
0.011544,-0.027324,0.102367,0.003776,0.026882,0.044056,0.017785,-0.00831,1
0.063395,-0.044121,0.02626,-0.029608,-0.015004,0.070377,0.017083,0.059768,1
0.071099,-0.033138,0.067013,-0.037351,0.001217,0.052831,0.005872,0.015424,1
0.012366,-0.016947,0.077696,0.008925,0.006164,0.011517,0.032345,-0.003986,1
0.051718,-0.052476,0.11555,-0.022704,0.01238,0.069435,-0.00413,-0.075205,1
-0.009545,-0.039894,-0.004316,-0.001867,-0.043009,0.041803,0.022642,0.026653,1
0.084388,0.00998,0.01297,-0.08365,-0.034825,-0.026066,-0.018802,-0.062083,1
0.047462,-0.056991,0.015351,-0.003276,-0.046376,0.052555,0.024381,0.018859,1
0.095377,-0.037501,0.071173,-0.050169,-0.024823,0.047502,0.020937,-0.052843,1
0.007983,-0.066742,-0.069267,-0.069832,-0.026037,0.075768,-0.102181,0.038791,0
-0.071857,-0.048215,-0.03261,0.054525,-0.034185,0.112365,-0.0428,-0.093382,0
0.028984,0.075225,-0.005064,0.067184,-0.002046,0.079018,0.022883,-0.017293,0
0.064214,0.028203,-0.026805,-0.027107,-0.011458,0.074098,0.019856,-0.048121,0
0.019203,-0.049906,-0.013039,-0.001044,-0.015294,0.085477,0.004807,0.035546,0
-0.048503,-0.064792,-0.095474,-0.014761,0.000278,0.105306,-0.101253,-0.029316,0
-0.002106,-0.017684,0.118238,-0.035761,0.092477,0.081667,-0.060374,-0.011784,1
