@relation 'AT: bcORIG-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.NominalToBinary-Rfirst-last-weka.filters.unsupervised.attribute.Remove-R31-weka.filters.unsupervised.attribute.Standardize_principal components'

@attribute -0.2628.00-0.2597.00-0.25228.00-0.24123.00-0.2396.00... numeric
@attribute 0.35210.00+0.29330.00+0.24920.00-0.2331.00-0.2324.00... numeric
@attribute -0.40212.00-0.30219.00+0.27125.00-0.26813.00-0.26411.00... numeric
@attribute -0.63322.00-0.62.00-0.33712.00+0.1595.00+0.12114.00... numeric
@attribute 0.34317.00-0.3425.00-0.3129.00-0.30125.00+0.27916.00... numeric
@attribute 0.48329.00+0.46119.00-0.43315.00-0.35425.00+0.3469.00... numeric
@attribute '0.58 15.00-0.38810.00+0.31518.00-0.27420.00-0.26630.00...' numeric
@attribute 0.44415.00-0.4015.00-0.37112.00-0.33918.00+0.24730.00... numeric
@attribute TYPE {0,1}

@data
-2.518916,0.582129,2.558762,0.148902,1.181019,-0.191976,-1.334796,-1.161596,0
1.386042,-0.000935,-1.820681,0.656586,2.678098,-0.3128,1.28736,-0.439069,1
4.194453,-1.339074,-1.079483,0.017384,-0.8852,0.797325,-0.147799,0.910226,1
0.549604,1.941618,-1.529094,-0.724601,1.929724,-0.552075,-0.524397,0.327476,1
4.130956,-1.76601,0.338263,1.621739,2.163727,0.847929,-0.565185,-0.003452,1
-0.138202,3.187513,-4.506428,0.278151,0.826799,1.321567,2.553444,0.282913,1
3.082615,0.218082,-1.150877,-0.571303,-1.609964,1.35707,0.49937,-0.193849,1
-2.815089,3.129245,-5.625121,0.812122,3.258635,0.530168,-0.693952,0.286105,1
0.393934,-0.497396,0.740359,-0.044629,-0.219848,0.257357,0.756511,0.297252,1
1.589907,1.015222,1.13836,0.988932,-0.588265,0.323004,0.807189,0.542312,1
2.719885,0.097472,0.25623,-0.248005,-0.545307,0.401636,0.900392,0.340208,1
3.270255,-0.640551,0.749769,1.610035,0.189397,-1.220632,0.415474,-0.194703,1
3.175126,-1.419181,0.842384,1.757465,0.412458,0.858632,-0.706595,-0.646886,1
4.817491,-0.785237,-0.659537,1.817892,0.976166,1.03808,-1.004946,-0.868648,1
2.488903,-1.003676,-2.154272,0.121677,-1.062978,-1.036719,-0.667372,-0.490452,0
2.591783,-2.24553,0.884875,-0.210942,1.840675,0.999745,-0.911276,0.278886,1
3.525726,0.518255,-1.346258,-0.268181,-0.824035,-0.227127,-0.375644,-0.087101,1
-6.686847,-1.142793,-0.342269,1.336542,-0.58519,-1.283276,-0.486721,0.146198,0
1.65166,0.270668,-1.015266,0.057024,0.488276,0.944694,0.629485,0.831277,1
-7.195337,0.050376,-2.576748,0.27473,-0.419654,0.37398,-0.772833,0.056965,0
3.491474,1.00913,-0.202913,-0.210897,-0.695485,-1.627293,-0.282026,-0.952989,1
2.941096,-0.249319,-0.787903,0.286294,0.772642,-0.685675,0.043443,0.554615,1
2.980401,-0.180403,-1.548599,-2.086788,-0.641322,1.726306,0.599416,0.695866,1
3.885657,-1.669281,1.554197,0.760724,0.568193,0.417206,-1.543714,0.228051,1
5.509582,0.546284,-0.506584,0.558795,-0.899475,1.210372,-0.67239,1.377732,1
4.766223,-3.4746,0.617876,1.349834,1.411257,0.742043,-0.960591,0.348533,1
4.081887,-2.662249,0.412261,1.393864,0.724514,0.052509,-1.94768,0.206078,1
3.247353,0.035206,0.031004,-0.576545,-1.034314,0.797558,0.770775,0.044641,1
2.962195,-2.81335,-0.319909,0.763536,0.599644,-0.181623,0.91498,0.396439,1
2.163229,-0.130852,0.0419,1.799345,0.813566,-0.199072,0.496311,0.701715,1
4.161171,-0.478156,1.733246,2.421082,0.229737,1.832146,-0.857313,0.25285,1
3.826786,3.588919,-3.367163,-0.093041,-4.267719,0.970748,-0.356543,0.943895,1
4.846623,-2.44616,0.830423,0.626462,0.965515,-0.694105,-1.523291,-0.480364,1
4.371818,-1.19402,-0.581237,1.719142,0.484028,0.188588,0.572608,0.490187,1
-1.900449,-2.325837,2.173636,0.588348,0.711963,0.030719,-0.544676,-0.841056,0
-1.53569,6.439465,-2.705133,0.187636,1.59075,0.644721,-0.763316,-0.666036,1
4.000875,-1.48451,-2.885917,0.213562,-0.135723,0.287872,-0.137883,-0.294524,1
1.229636,3.311029,-1.334193,0.84997,0.51436,-0.694313,-0.427171,-0.475807,1
-1.903114,-4.405116,0.350326,0.960927,0.411135,1.866985,0.022405,-0.290831,0
1.923954,0.201103,1.178811,1.045972,0.194964,-1.903302,0.291725,-0.43871,1
-7.165163,0.473065,2.830133,0.141443,-3.065847,2.224546,0.886744,0.024337,0
2.906974,-0.542511,0.723522,0.774057,0.211156,-0.884412,0.263834,0.494543,1
2.752893,-0.273482,0.338276,0.74428,-0.693107,-0.546853,0.567442,-0.184012,1
2.989737,-1.629715,0.115878,1.450448,0.510065,-1.577454,0.257133,-0.189734,1
4.58829,-2.095444,0.511771,0.009531,0.97758,0.072148,-1.684379,0.078637,1
-2.083218,-0.328592,1.01591,-0.275848,-1.395567,-0.771464,0.647627,-0.727876,0
-2.17399,1.4102,-1.692988,0.41548,-0.640564,-0.007706,-0.518944,-0.49089,0
-1.594478,-0.316294,1.840613,0.803515,1.157644,-0.458667,0.892738,0.520479,0
0.554609,1.534297,0.780653,0.572717,-0.155177,0.843637,0.419427,0.954553,1
3.290782,0.684656,-0.736102,-0.459229,-3.221828,0.923312,-0.137539,-0.037442,1
4.401221,-0.659524,0.197247,0.581601,-0.742464,0.330786,-0.060318,1.15611,1
3.689024,-0.914277,-0.64506,-0.943033,-0.149547,-0.239831,0.4442,0.134974,1
-3.371713,-1.509093,-1.596631,-0.651935,-0.911301,-1.170421,0.289379,-1.140212,0
2.287447,1.274835,-0.056648,1.572673,1.560491,-0.441367,-0.86374,0.829596,1
-4.665533,-1.003886,0.386067,-1.09672,-0.28936,0.460661,0.840037,0.718659,0
3.068363,0.946973,-0.446437,-0.619756,-1.429948,-0.263131,0.250119,-0.607102,1
-7.442301,-4.864819,0.291285,0.384884,-0.87364,-1.803323,-0.307313,0.403034,0
-0.167234,-0.054371,1.417561,0.855302,0.757997,1.157128,-0.556736,-0.409077,1
2.142686,2.400164,0.526215,-0.010211,0.963874,0.623799,0.24118,1.09249,1
2.18045,1.760155,1.129848,1.046352,-0.218382,-0.122461,0.32145,0.208974,1
-4.972662,-1.292721,-0.716308,-1.056937,-1.021607,3.034138,0.066441,-1.784731,0
2.164686,1.138175,0.644868,1.858748,-1.5635,-0.878269,-0.125543,-0.481836,1
2.492023,3.134738,-3.385623,0.589838,-0.886714,-1.136343,0.273866,0.59036,1
3.184746,-0.49198,-0.00589,-0.55579,-0.298184,-0.06987,0.395102,0.692227,1
1.12547,-1.419132,1.297481,1.642021,1.085204,0.952393,-0.558932,-0.077361,1
3.243825,0.302273,0.898702,0.714726,-0.310197,-0.556439,0.564072,0.476817,1
1.879657,1.877855,-0.038375,2.025342,-2.416217,0.838211,-0.285337,-0.393211,1
3.777039,-1.02555,-0.607647,0.969315,0.090428,0.37233,0.290616,0.956414,1
-6.066132,5.562799,-0.875314,1.084601,-0.421409,2.415063,0.472455,-0.357091,0
-11.033818,-3.536753,1.079094,2.297315,-0.274887,-0.065286,0.74848,0.122355,0
-1.949392,-0.452811,-0.485727,-1.553849,-0.492284,-1.387309,0.718051,-0.340565,0
3.263695,-0.153542,-1.798797,1.705784,1.063857,1.273257,0.529992,1.3525,1
1.202963,0.281179,-2.247796,0.221319,1.24551,-0.044723,1.047807,-0.558306,1
-0.471801,2.584217,-1.29189,0.352581,0.160104,0.32447,0.17641,-0.87043,1
2.903765,-1.385532,-0.489025,0.097336,-0.066508,-0.710118,0.318054,-0.109443,1
3.052814,1.231674,-2.583579,1.50229,0.17403,0.687093,0.002744,0.317868,1
3.174852,0.564018,-0.811454,0.107206,-0.764273,-1.177124,-0.738629,0.351297,1
4.576343,-2.804339,-0.883966,0.318174,0.078326,0.250077,0.118373,1.389423,1
2.290436,-0.682686,-0.803359,-1.097645,-0.307779,0.137167,0.399792,-0.026903,1
2.278524,-0.030954,-0.042683,-0.205679,-0.557595,-0.23884,0.609394,-0.316167,1
0.676661,-1.808777,-0.43343,0.156551,-0.248165,-0.859491,0.557055,-0.626189,1
2.973924,-1.322288,1.428684,0.415404,1.189792,0.587967,-0.691265,-0.23739,1
-2.725433,-3.706642,0.440547,0.156078,0.229424,-1.060537,0.316484,0.349869,0
-6.388212,-1.332781,-2.740704,-0.863549,-0.781689,1.03972,1.196239,-0.673692,0
2.169759,-0.139513,0.762117,0.212797,-0.356216,0.057684,0.905838,0.545471,1
-5.329557,-6.693948,-1.090597,1.742644,-1.26772,-1.421192,-0.464714,1.581034,0
-7.211416,-3.627977,0.661491,1.19949,0.124305,0.107551,-1.602546,-0.319486,0
-4.245305,1.395704,1.281686,-0.90511,-0.297401,2.208814,2.045471,0.382412,0
2.347394,-1.461108,0.464987,2.039456,0.886169,0.22875,0.856694,0.536197,1
-3.546223,-2.167971,1.369681,1.291118,0.854102,1.028128,-0.430566,-1.899339,0
-3.558857,-3.818522,1.318717,1.146808,0.418563,-1.206769,1.252606,0.441814,0
2.433759,-0.841108,1.234149,0.910973,0.778944,2.012469,-0.41934,0.101881,1
0.165718,-0.080742,2.028724,1.466376,0.517378,1.334873,-0.928093,-0.854087,1
-1.738701,5.761168,-1.794825,-0.117269,4.225023,0.356043,0.58798,-0.594064,1
2.829574,-2.115344,0.452637,-2.903408,0.877092,0.296772,-0.856371,-0.403702,1
1.598728,0.471781,1.488741,0.853146,0.783828,0.731586,0.910662,1.332151,1
-3.564789,6.281881,4.459863,-1.334537,-0.623419,-0.632312,0.101438,0.737308,0
1.108555,2.212447,1.481169,1.584068,-1.408146,-0.633516,0.163454,-0.647966,1
3.141305,0.391959,0.088099,0.700519,0.062995,1.12304,0.908007,0.506933,1
1.408013,1.288683,-1.819221,-1.668299,3.438494,-0.482971,-0.228084,0.6017,1
0.342177,2.616498,0.357966,0.353139,1.198215,-0.630668,-0.761559,0.948741,1
2.266074,-0.951581,1.408338,1.344309,1.984792,0.594071,-0.354038,-0.32298,1
0.411766,-1.393649,-1.103292,-1.454925,0.149041,-0.415712,1.54429,-0.732959,0
2.19511,-0.162311,0.410031,0.9589,2.044891,1.303667,-0.72016,0.017432,1
3.311499,-2.645512,-0.058298,0.810275,1.768977,1.811163,-0.244473,0.154848,1
0.826968,2.695459,-1.715184,0.853434,3.630446,-0.664121,-0.2109,0.5952,1
-4.590882,-0.226012,-3.482765,-0.964591,0.342059,0.100061,0.691812,-1.990384,0
3.511161,1.202971,0.839685,2.148186,-0.419652,-0.301522,0.01567,0.231569,1
3.547188,2.441355,-1.842802,0.074674,-2.227992,-2.044165,-1.087768,1.716479,1
-4.202188,1.022188,0.711552,0.059051,-0.780443,-1.149155,0.299047,-0.66267,0
-7.690668,-0.328796,2.145294,0.275043,-0.628822,0.102621,0.359021,-0.113166,0
1.978368,0.419822,-0.177792,-0.178915,-1.098107,-0.078958,0.535575,-0.464617,1
2.812536,-1.286294,-0.577657,-0.356703,0.080111,-0.021163,0.541893,-0.274444,1
0.589442,0.254911,1.067085,-0.416872,-0.10201,-1.11854,0.686483,-0.845628,1
2.038958,-0.634168,-1.406079,0.445059,1.299602,-0.194424,0.399187,0.229516,1
3.913353,-0.822401,1.566449,0.479775,1.444568,0.38282,-1.446483,0.539035,1
2.65554,-0.246635,0.016612,0.062889,0.034895,-0.419193,0.194074,0.459953,1
-6.401331,2.732997,2.512133,0.040767,0.632359,-1.123931,-0.192415,0.037793,0
3.215033,-0.563627,0.57194,1.377557,0.122796,-1.154686,0.466302,0.003042,1
2.067872,-0.504445,-0.70121,-0.242259,0.991357,2.983473,-0.408644,0.073295,1
2.410454,-0.231218,1.354542,0.468936,0.246884,1.202319,-0.510941,-0.87009,1
3.525573,-1.038916,-1.315873,1.741024,-0.244697,0.297295,0.297983,0.281691,1
2.376046,0.655899,-0.809016,-0.322559,-0.608598,-1.424721,-0.549079,-0.309828,1
1.041347,-1.824007,1.210941,1.435626,0.793579,1.012081,-0.348325,-0.879681,1
1.430084,0.307088,-2.817107,-0.934429,1.215716,0.654035,-0.484189,0.949406,1
-2.685751,-1.071373,1.62811,0.168389,-0.117659,-0.606514,0.653692,0.15438,0
1.842365,0.285011,-0.710401,-0.571298,-1.405929,1.395604,0.747797,0.029441,1
2.703495,-0.067178,0.740766,-1.693163,-0.611795,-1.033259,0.509488,-0.064012,1
2.839469,0.63232,0.428565,-0.072318,-1.213345,-0.577061,0.386088,-0.500646,1
3.790455,1.119819,-0.657372,-1.39284,1.3511,-0.610451,-0.144573,0.819431,1
-0.077071,-0.607189,0.733667,-1.41414,0.602486,1.657187,-0.713691,-0.407469,1
0.89796,-2.290365,-1.533081,-2.779566,-1.411982,1.475367,1.085983,0.552314,0
1.971261,0.579483,0.082656,-0.580475,-0.998221,0.179211,0.714903,0.033712,1
2.803187,1.790748,-1.874247,-1.858531,-2.750139,-0.058969,-0.658839,-0.705203,1
-5.921096,0.061581,-1.977356,1.03799,-1.023366,-1.065985,-2.001478,1.589758,0
2.996608,-0.193876,0.772009,1.805502,0.123801,-0.30207,0.40996,0.624916,1
3.211798,0.096168,-0.92324,-1.026842,-1.563029,0.132255,0.329367,-0.147298,1
2.087619,0.571134,-0.353629,-0.572212,-0.305066,0.553155,0.564981,0.266869,1
-2.002027,2.229576,-1.784985,1.877674,0.636032,0.357719,-0.460181,-0.096934,1
1.780061,0.904718,0.739929,1.289346,-0.455386,-0.33941,0.85965,-0.437514,1
0.522407,-0.132421,1.009833,-0.246115,1.523187,1.211766,-0.507635,-0.555397,1
1.96137,1.909154,-1.418521,0.566843,-3.293242,0.729941,-0.840553,0.064633,1
4.761142,-0.753502,-0.035921,-1.475589,-0.170692,-0.789366,-0.53368,0.885479,1
1.526753,2.326407,0.186176,0.725026,0.257241,-0.070577,-0.134413,0.579707,1
2.306733,0.5711,-0.484628,-1.608982,-0.877799,0.326792,0.45245,0.241923,1
4.552808,-0.72645,-0.557885,0.516057,0.589419,-0.044236,0.464417,0.37581,1
3.578408,-1.525914,-0.802961,0.645557,0.323838,-0.360313,0.357894,0.451741,1
-4.902552,3.439635,1.360023,-0.837588,3.23148,-0.72928,0.316312,0.220524,0
0.914947,2.43581,-0.321575,0.266793,0.324058,-1.102962,-0.681521,-0.333649,1
-4.502056,-1.0211,0.956453,0.737932,0.312549,-0.988585,1.81617,-1.397395,0
-4.315612,-1.424868,-1.187605,-0.569718,-0.427026,-0.277505,0.613755,-0.457843,0
2.015041,-1.309143,0.153986,1.008299,0.293736,-0.298038,0.582946,0.363459,1
-0.733644,1.074555,2.519425,-0.810402,-0.19206,-1.463069,0.038218,0.016469,0
2.147019,-0.438591,0.256476,0.2138,-0.813342,0.565582,0.329066,0.870155,1
2.131303,-1.321531,-0.425583,0.830957,-0.059761,0.072213,0.43788,0.536022,1
2.432429,-1.446278,-0.994104,-0.671323,-0.537118,-0.290477,0.073757,-0.095597,1
3.126127,-2.18527,0.567179,1.064935,1.574276,0.272356,-0.899899,-0.663614,1
0.274346,2.302728,-0.220591,-0.486858,1.779745,-0.894382,0.594266,0.014248,1
-2.435951,-1.726282,-0.772723,-2.309404,1.231135,-0.42689,1.623535,0.101934,0
3.213591,-1.909728,-0.122084,1.533688,0.909333,-1.422618,-0.057859,0.532258,1
4.010175,0.388812,-1.761596,-0.710895,-1.197529,1.252962,0.300387,-0.711908,1
-1.029737,-2.099011,2.021503,0.848376,1.54292,0.353104,-0.368278,-0.681573,0
1.393824,0.839428,-0.385677,-1.257925,-0.31128,-0.635879,0.432111,-0.729489,1
-3.234645,-1.750953,2.094824,-2.640788,0.867299,0.023319,-0.505533,-0.817247,0
1.514096,-1.08469,1.439417,0.607623,0.148641,1.912271,-0.213839,-0.398022,1
1.220497,-1.700653,0.535007,-0.987834,1.779549,0.372551,-0.631481,-0.72267,1
-4.415147,-3.648719,0.454442,-0.304698,0.037882,-1.703159,0.325354,-0.470673,0
0.990213,1.896299,-2.24966,-1.498313,3.721551,-0.268717,-0.327641,0.90799,1
-2.430693,-2.891271,-0.23837,-1.011985,-0.221949,-0.856143,1.494659,-0.871649,0
2.291997,-0.208753,-0.931546,-3.401443,0.28357,-0.258667,0.45986,0.300112,1
1.270507,-0.554697,0.65218,2.068288,-0.357821,-0.716847,0.472193,-0.448704,1
2.692116,-0.757339,1.305923,0.548385,0.225194,1.516812,-0.258676,-0.5321,1
1.793617,-1.404602,-1.131876,-3.884153,-0.666799,-1.057504,-0.166231,-0.086971,1
1.424997,0.354018,-1.136428,-3.810677,-1.039033,-0.145789,0.522325,-0.443624,1
2.536602,-1.155763,-0.063233,-2.205415,-0.118512,-1.131219,0.448552,-0.17295,1
3.019292,-2.109021,-0.441275,-1.901456,-0.04047,-0.559856,0.917085,0.148251,1
3.957633,-0.362225,-1.170715,-3.263496,-0.328577,-0.273206,0.23857,0.123536,1
-3.25613,-2.131382,-0.308075,-1.224604,-1.719764,-0.91701,-0.434228,1.214136,0
-16.443572,-7.739064,-5.854391,2.746044,-2.42231,-1.615066,-2.524461,2.903057,0
2.399248,-2.561699,-0.503832,-2.107023,1.025299,0.033981,1.153836,0.731714,1
2.831689,0.174078,0.61882,-0.012352,0.190782,-0.045597,0.802616,0.682687,1
2.619225,-1.377475,0.585826,-0.052375,1.252903,-0.959906,0.747944,0.634303,1
-1.216436,1.811957,0.546589,-0.82414,3.96739,1.085369,-1.248134,1.329061,1
0.360792,0.269144,0.497984,-0.355127,0.959535,-0.46878,0.884277,0.611347,1
3.969815,0.343504,-0.230304,-0.289001,-1.450846,0.533106,-0.151663,1.431652,1
-5.637239,0.740834,-1.917217,-0.500108,2.342568,-0.954596,-1.246653,1.083024,0
-0.723196,3.25536,-0.512534,0.203505,-0.501577,-1.572222,-0.246859,-1.344563,1
2.711738,1.1503,-0.406691,-0.233671,-0.929899,0.820749,0.260973,0.565697,1
2.037031,-0.923054,-2.735117,-2.737432,-1.49112,0.000056,-0.599869,-0.207654,1
1.282341,-1.554579,1.61515,1.253797,1.967258,0.80488,-0.582783,-0.023786,1
3.462848,-1.400003,-3.420453,-4.413359,-2.237147,0.599461,-1.162989,-0.016363,1
1.963736,1.759425,2.146952,0.825265,1.499148,0.088001,-1.514903,-0.224088,1
1.932467,-0.100752,1.636733,0.985039,1.19784,1.095504,-0.179711,-0.366724,1
0.622863,-1.036525,0.5178,-0.583738,1.242812,0.508048,-0.863016,-0.324496,1
3.248364,-2.001891,1.432566,0.300785,1.389042,1.383913,-1.273423,0.716029,1
2.285257,1.218061,0.959485,0.685539,0.332456,0.517907,-1.160039,-0.974425,1
-3.746477,2.646968,-0.23268,0.693092,1.362206,0.88331,0.782496,-0.284402,0
2.777254,-0.839074,0.727225,-0.667095,1.063324,-0.12687,-1.11548,-0.708001,1
2.232564,-2.023005,0.556893,-0.382007,1.226865,0.276883,-1.041139,-0.277195,1
1.298199,0.638881,2.339677,1.70467,-0.099881,0.517916,-1.057066,-1.164393,1
2.176264,-1.281561,0.954816,0.358436,0.615732,0.029689,-0.768095,-1.337585,1
0.123919,-0.212452,2.196328,2.478428,0.979104,-1.012052,1.144363,-0.324889,1
-2.127353,4.025659,-2.151884,1.143924,2.314173,0.990716,0.720935,-0.12059,1
2.069825,-2.442883,0.939928,-0.088622,1.486968,0.220496,-0.22517,-0.873001,1
-4.737653,-1.249383,1.115595,-0.077945,-0.46715,-0.450175,0.728451,-0.356177,0
1.923114,0.533044,0.364693,0.944138,-1.337128,-0.668015,0.318302,-0.359615,1
0.637371,-2.414591,1.898609,-0.501482,0.575625,3.471523,0.425428,0.998047,0
2.994564,-0.820603,0.598846,-1.754987,-0.590605,-0.023258,0.018452,1.416207,1
1.5131,-4.6863,-0.298621,1.580999,1.801234,-0.330361,-0.788253,-0.716656,1
-3.219452,-1.23365,-1.216066,0.712029,-1.128437,0.852596,0.71268,-0.030991,0
4.108378,-1.140787,-1.824059,1.404954,0.248792,0.798875,0.159884,0.554167,1
2.758614,-1.20451,-1.017268,-1.042882,0.034883,0.431748,0.308476,0.838098,1
1.419544,-1.209972,-0.35821,-0.749121,-0.258039,-0.783066,0.480795,-0.861265,1
0.285408,1.769128,1.767619,0.528462,0.135926,-0.78288,0.181448,0.365912,1
2.422063,-0.556489,1.51504,0.053833,0.660013,0.729884,-0.52533,-0.456659,1
-3.867434,-0.623724,-1.020823,1.493588,0.661267,-1.144665,-0.750596,0.225739,0
-4.939279,-2.097924,1.075719,-0.26159,0.092298,-1.59138,0.306827,-0.459203,0
0.555266,-0.83564,0.969399,1.082996,1.175007,-0.323419,-1.852862,-1.027149,1
-2.916,3.473501,0.593702,-1.321947,-1.146531,-0.552935,-0.464945,-0.323868,0
1.349415,1.820973,0.575121,1.120879,-1.674394,-0.233818,0.302726,-0.647051,1
-7.17704,-5.800928,-1.569795,1.868805,0.153432,-0.391771,0.352133,1.59362,0
-0.958574,7.670163,0.499993,2.851475,-1.909479,-1.833965,-2.512581,-1.377452,1
-0.768734,7.670033,0.412689,1.817968,-1.305577,-2.878415,-1.386156,0.528617,1
1.343533,1.609647,1.309248,0.036061,-0.082378,-0.869721,0.123431,-0.310623,1
1.383691,3.77898,1.014841,0.891988,-0.800678,-1.595649,-1.577726,-0.150618,1
1.241446,-1.704689,1.265341,1.554718,0.64608,-1.134015,0.960267,-0.214083,1
-4.137744,3.024701,0.224596,-2.048612,0.626425,-1.405511,-0.020704,-1.15574,0
1.650873,2.013427,-0.5383,1.247599,2.849371,-0.303608,-0.072277,0.813503,1
2.786223,-2.274259,-0.095983,1.56098,0.557773,0.219857,1.296481,0.29106,1
-2.002691,1.893339,2.11025,-0.426719,-1.06963,-0.210881,0.108985,0.250089,0
1.074012,-1.227781,0.633299,2.031793,0.768192,0.661731,-0.697226,-0.769536,1
0.671763,-1.943946,0.438972,-0.432726,1.134945,-0.085142,-0.901638,-0.919962,0
2.355883,0.671598,0.506672,0.281827,-0.951372,-0.124967,0.873435,-0.123131,1
-2.786033,-1.491254,0.88875,0.48915,-0.950398,-0.459396,0.621841,-0.151392,0
-3.208868,-2.389843,1.211499,0.403864,0.314149,-1.204623,0.281436,0.125472,0
0.37193,1.024561,0.576389,0.566956,-1.255103,-1.491304,-0.732322,-0.393335,1
1.127767,1.288603,0.686714,1.039994,-1.436008,-0.343304,-0.233645,-0.006925,1
1.33266,4.966273,-0.233379,2.324867,-3.699322,-0.991587,1.317927,-0.218156,1
-8.702145,-3.51033,0.613443,1.18362,0.256327,0.712234,-1.528239,-0.563303,0
4.427556,-1.115923,1.034637,-0.818279,0.256139,0.267023,-1.59595,-0.226625,1
0.788357,0.557345,0.525117,-0.048232,-0.471576,-0.740406,-0.190668,0.006378,1
3.330222,1.086867,0.061168,0.257012,0.010703,-1.168844,-0.449491,0.461613,1
3.331218,2.533682,1.400305,1.336922,-0.285256,-0.837985,0.060189,0.451277,1
0.853188,0.036494,2.949628,0.027906,-0.014461,0.008174,-0.481674,-0.806873,1
2.8901,-0.512687,2.192864,1.381911,0.934369,0.571182,-0.395967,-0.577267,1
-0.332523,1.309434,-3.16715,1.935976,-0.119601,-1.187412,0.315842,-2.806449,1
2.376216,0.911063,1.06222,2.22131,-0.612153,-0.987108,0.068888,-0.090928,1
1.562681,0.68519,-0.768806,-0.306541,-1.00304,-1.209877,-0.660696,-0.689441,1
1.651008,0.926674,1.677847,-0.778538,-0.494338,-0.726017,0.624447,0.423572,1
2.45631,-1.380585,1.74177,0.90868,0.910374,0.174817,-0.706858,-0.431839,1
-4.009931,-3.287469,-1.515381,0.375944,-0.385786,2.569699,0.187543,-1.384678,0
2.395969,0.85985,0.210024,-0.645619,0.552702,-1.440767,0.513823,-0.645161,1
-5.023435,-2.540233,0.907175,0.734309,0.040749,1.1713,-0.718061,-0.926558,0
-0.427586,0.304725,0.395013,-2.010515,0.16566,-0.789682,0.85041,-0.961588,0
-0.372858,3.314429,-0.272287,-1.631205,-1.267249,-1.448182,-0.584644,-1.279833,1
4.111346,2.031912,-1.131932,-1.991116,-1.494851,0.435923,-1.932569,2.073112,1
1.32438,5.488448,-1.317967,-2.239247,0.634638,-1.589465,0.262767,1.91466,1
1.740573,2.27411,-1.442289,0.835741,0.94503,-0.811304,-0.671563,-0.426597,1
-1.049602,1.267282,0.151891,-1.770353,1.176495,0.361329,0.054948,1.264192,1
1.380214,-1.915007,-0.04558,-1.880145,0.218518,1.267904,-0.713096,-0.729526,1
2.31276,-1.654375,-0.328982,-2.909108,-0.084716,0.690536,-0.795067,-1.284972,1
1.678333,-0.205481,0.198545,-0.187604,0.36193,-1.596912,-0.33113,-0.123345,1
1.911988,-0.976284,-0.687204,-1.116306,-0.375244,-0.180701,0.353917,0.199426,1
4.108254,0.204987,-0.132695,0.63445,-0.724077,0.024823,0.498021,0.196624,1
2.67926,2.433466,0.051472,0.309146,0.801379,-0.787656,-0.435287,0.563581,1
3.956433,0.050025,-0.79065,-0.61213,-0.117343,-0.193836,0.164775,0.592938,1
2.432053,-0.032888,-1.399642,-1.908028,-1.348356,0.610716,-0.207379,0.81112,1
4.621608,-0.914715,-1.271929,-0.740192,-0.750479,0.896514,-0.3768,1.523058,1
2.145765,1.170116,-0.378796,-0.961088,-0.492078,1.934944,-1.23934,-0.855724,1
2.967575,-1.495104,-0.872072,-2.973329,-0.301243,-0.402608,0.526371,0.268426,1
3.703558,1.33016,-2.461426,-0.751431,-0.838951,0.662348,-0.125986,-0.133938,1
2.104568,-0.716338,-0.794203,-2.953098,0.39844,-0.208952,0.731352,0.297629,1
2.099185,1.039887,-1.685479,-3.121918,0.259067,-0.944319,0.945101,-1.132091,1
3.80921,0.688696,-1.529792,-0.384024,-1.491541,-0.127651,0.030962,-0.687233,1
4.081356,-0.420829,-2.846373,-3.349489,-2.286176,0.361921,-1.116288,0.586931,1
0.06965,-0.439434,-0.619107,-1.028645,3.131078,0.997433,0.081559,-0.937,1
1.254004,1.06141,-1.215942,-3.462303,0.756628,-1.828702,-0.406619,-1.002266,1
0.385919,0.02567,-1.66491,-1.95931,0.743485,-1.050398,-0.149395,-0.308783,1
4.709015,-1.984896,-3.583572,-4.989493,-0.683849,-1.035654,-1.219268,-0.422238,1
-5.934083,3.747143,2.521554,-4.022498,2.55267,1.679917,-0.783892,-0.031846,0
-8.832357,-0.132357,-1.449078,0.485342,0.953283,-0.755802,-0.22551,-0.380754,0
-6.261374,-3.881248,-1.609407,1.070013,-0.21313,-2.162787,-0.047573,-0.577463,0
-4.000046,-3.063811,-2.203037,-2.284598,-1.006796,-0.540448,0.345235,-1.183873,0
-1.314218,-1.732336,-0.850713,-2.134657,1.85932,-0.769937,0.833636,0.316329,0
-10.523014,2.286362,1.258752,-2.279797,0.165044,0.130636,-0.05463,0.089166,0
5.447891,-0.742569,-1.667993,-2.137224,-0.683937,1.475139,-0.461957,2.330174,1
